"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2024-11-27 ~ 2025-11-26"
"실거래구분 : 상업업무용(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","유형","지번","도로명","용도지역","건축물주용도","도로조건","전용/연면적(㎡)","대지면적(㎡)","거래금액(만원)","층","매수","매도","계약년월","계약일","지분구분","건축년도","해제사유발생일","거래유형","중개사소재지"
"4123","서울특별시 용산구 한강로3가","집합","98","서빙고로","일반상업","업무","25m이상","127.33"," ","203,000","17","법인","법인","202507","24","","2020","-","직거래","-"
"4124","서울특별시 용산구 한강로3가","집합","98","서빙고로","일반상업","업무","25m이상","102.48"," ","163,400","17","법인","법인","202507","24","","2020","-","직거래","-"
"4125","서울특별시 용산구 한강로3가","집합","98","서빙고로","일반상업","업무","25m이상","64.74"," ","103,200","17","법인","법인","202507","24","","2020","-","직거래","-"
"4126","서울특별시 종로구 당주동","집합","100","세종대로23길","일반상업","업무","25m미만","115.57"," ","76,000","6","개인","개인","202507","24","","1983","-","중개거래","서울 강남구"
"4127","서울특별시 용산구 한강로3가","집합","98","서빙고로","일반상업","업무","25m이상","76.24"," ","121,500","17","법인","법인","202507","24","","2020","-","직거래","-"
"4128","서울특별시 중구 주교동","집합","19-1","동호로37길","일반상업","제1종근린생활","12m미만","15.44"," ","18,000","","개인","개인","202507","24","","1976","-","중개거래","서울 성동구, 서울 중구"
"4129","서울특별시 서대문구 창천동","일반","3*","연세로","제3종일반주거","제1종근린생활","25m미만","473.72","182.20","645,000","","개인","법인","202507","24","","1997","-","중개거래","서울 강남구"
"4130","서울특별시 강남구 대치동","집합","511","삼성로","제1종일반주거","판매","25m이상","20.16"," ","178,000","","개인","개인","202507","24","","1984","-","중개거래","서울 강남구"
"4131","서울특별시 구로구 고척동","집합","75-1","중앙로1길","준공업","판매","12m미만","6.96"," ","1,550","1","개인","개인","202507","24","","1998","-","직거래","-"
"4132","서울특별시 중구 명동2가","일반","5*","명동6길","중심상업","제2종근린생활","8m미만","115.26","45.60","370,000","","개인","개인","202507","24","","1957","-","중개거래","서울 강남구, 서울 중구"
"4133","서울특별시 용산구 원효로3가","집합","183","효창원로16가길","제2종일반주거","제2종근린생활","8m미만","8.78"," ","28,000","1","개인","개인","202507","24","","2021","-","직거래","-"
"4134","서울특별시 용산구 원효로3가","집합","183","효창원로16가길","제2종일반주거","제2종근린생활","8m미만","9.42"," ","26,000","1","개인","개인","202507","24","","2021","-","직거래","-"
"4135","서울특별시 구로구 구로동","집합","1258","경인로53길","준공업","업무","25m이상","81.81"," ","53,000","","개인","개인","202507","24","","","-","중개거래","서울 구로구"
"4136","서울특별시 구로구 구로동","일반","4**","구로동로","제3종일반주거","제1종근린생활","12m미만","22.74","12.86","14,000","","법인","개인","202507","24","지분","1984","-","중개거래","경기 광명시"
"4137","서울특별시 영등포구 여의도동","집합","15-13","국회대로68길","일반상업","숙박","12m미만","30.35"," ","52,700","3","개인","법인","202507","24","","1999","-","직거래","-"
"4138","서울특별시 광진구 구의동","집합","546-4","광나루로56길","준주거","판매","25m이상","11.88"," ","550","","기타","법인","202507","24","","1998","20250731","직거래","-"
"4139","서울특별시 광진구 구의동","집합","659","아차산로","제3종일반주거","제2종근린생활","25m이상","63.04"," ","73,000","","개인","개인","202507","24","","2005","-","중개거래","서울 광진구"
"4140","서울특별시 광진구 구의동","집합","546-4","광나루로56길","준주거","판매","25m이상","11.88"," ","550","","기타","법인","202507","24","","1998","20250724","직거래","-"
"4141","서울특별시 중구 순화동","집합","151","칠패로","일반상업","숙박","25m이상","42.56"," ","25,300","","법인","개인","202507","24","","2007","-","중개거래","서울 중구"
"4142","서울특별시 중구 을지로6가","집합","18-185","장충단로","일반상업","제1종근린생활","25m이상","24.24"," ","15,000","13","개인","개인","202507","24","지분","1998","-","직거래","-"
"4143","서울특별시 중구 신당동","일반","2**","다산로36길","제2종일반주거","제1종근린생활","12m미만","20.89","14.67","19,714","","개인","개인","202507","24","지분","1969","-","직거래","-"
"4144","서울특별시 중구 신당동","일반","2**","다산로36길","제2종일반주거","제1종근린생활","12m미만","69.64","48.90","65,715","","개인","개인","202507","24","지분","1969","-","직거래","-"
"4145","서울특별시 중구 신당동","일반","2**","다산로36길","제2종일반주거","제1종근린생활","12m미만","20.89","14.67","19,714","","개인","개인","202507","24","지분","1969","-","직거래","-"
"4146","서울특별시 성북구 동소문동6가","집합","213","동소문로15길","제2종일반주거","제2종근린생활","12m미만","71.65"," ","36,000","3","개인","개인","202507","24","","2015","-","중개거래","서울 성북구"
"4147","서울특별시 영등포구 영등포동3가","집합","9-13","영중로","일반상업","제1종근린생활","25m이상","4.96"," ","3,500","20","법인","개인","202507","24","","2005","-","직거래","-"
"4148","서울특별시 성동구 성수동2가","일반","3**","성수이로7가길","준공업","제2종근린생활","12m미만","284.34","127.90","940,000","","법인","법인","202507","24","","1990","-","중개거래","서울 강남구"
"4149","서울특별시 서초구 방배동","일반","8**","방배로","제2종일반주거","제2종근린생활","25m이상","1386.06","734.40","2,200,000","","법인","개인","202507","24","","2015","-","중개거래","서울 강남구"
"4150","서울특별시 중구 신당동","일반","2**","다산로36길","제2종일반주거","제1종근린생활","12m미만","69.64","48.90","65,715","","개인","개인","202507","24","지분","1969","-","직거래","-"
"4151","서울특별시 중구 신당동","일반","2**","다산로36길","제2종일반주거","제1종근린생활","12m미만","69.64","48.90","65,715","","개인","개인","202507","24","지분","1969","-","직거래","-"
"4152","서울특별시 중구 신당동","일반","2**","다산로36길","제2종일반주거","제1종근린생활","12m미만","69.64","48.90","65,715","","개인","개인","202507","24","지분","1969","-","직거래","-"
"4153","서울특별시 중구 신당동","일반","2**","다산로36길","제2종일반주거","제1종근린생활","12m미만","69.64","48.90","65,715","","개인","개인","202507","24","지분","1969","-","직거래","-"
"4154","서울특별시 중구 신당동","일반","2**","다산로36길","제2종일반주거","제1종근린생활","12m미만","20.89","14.67","19,714","","개인","개인","202507","24","지분","1969","-","직거래","-"
"4155","서울특별시 은평구 대조동","집합","240","불광로","일반상업","판매","25m이상","3.96"," ","4,000","","개인","개인","202507","24","","2005","-","중개거래","서울 금천구"
"4156","서울특별시 은평구 대조동","집합","240","불광로","일반상업","판매","25m이상","3.96"," ","4,000","","개인","개인","202507","24","","2005","-","중개거래","서울 금천구"
"4157","서울특별시 강남구 개포동","집합","652","개포로","제3종일반주거","판매","25m미만","8.35"," ","60,000","20","개인","법인","202507","24","","1984","-","중개거래","서울 강남구"
"4158","서울특별시 동대문구 용두동","집합","236-4","","제2종일반주거","제2종근린생활","25m이상","22.80"," ","9,000","1","개인","법인","202507","24","","2004","-","중개거래","서울 동대문구"
"4159","서울특별시 중구 입정동","집합","280","을지로15길","일반상업","판매","25m미만","30.34"," ","23,975","","개인","법인","202507","24","","2023","-","직거래","-"
"4160","서울특별시 종로구 당주동","집합","100","세종대로23길","일반상업","판매","25m미만","30.01"," ","19,500","","개인","법인","202507","24","","1983","-","중개거래","서울 종로구"
"4161","서울특별시 용산구 한강로3가","집합","98","서빙고로","일반상업","업무","25m이상","56.47"," ","90,000","17","법인","법인","202507","24","","2020","-","직거래","-"
"4162","서울특별시 송파구 문정동","집합","634","충민로","유통상업","판매","25m이상","46.17"," ","28,425","","기타","법인","202507","24","","2008","-","직거래","-"
"4163","서울특별시 강동구 길동","집합","413-1","양재대로111길","일반상업","업무","12m미만","26.92"," ","10,300","4","개인","개인","202507","24","","2002","-","중개거래","서울 강동구"
"4164","서울특별시 송파구 문정동","집합","634","충민로","유통상업","판매","25m이상","51.44"," ","31,667","","기타","법인","202507","24","","2008","-","직거래","-"
"4165","서울특별시 송파구 문정동","집합","634","충민로","유통상업","판매","25m이상","2762.91"," ","1,698,073","","기타","법인","202507","24","","2008","-","직거래","-"
"4166","서울특별시 서초구 서초동","집합","1542-1","서초대로","일반상업","업무","25m이상","36.30"," ","52,000","3","법인","개인","202507","24","","2006","-","중개거래","서울 서초구"
"4167","서울특별시 서초구 서초동","집합","1307-7","강남대로61길","일반상업","업무","25m미만","27.75"," ","40,000","","개인","개인","202507","24","","1990","-","중개거래","서울 서초구"
"4168","서울특별시 서초구 서초동","집합","1542-1","서초대로","일반상업","업무","25m이상","38.68"," ","57,500","3","법인","개인","202507","24","","2006","-","중개거래","서울 서초구"
"4169","서울특별시 서초구 반포동","집합","1141","신반포로","제3종일반주거","판매","25m이상","6.61"," ","11,300","","개인","개인","202507","24","","1988","-","직거래","-"
"4170","서울특별시 서초구 우면동","일반","*","바우뫼로6길","제2종일반주거","제2종근린생활","12m미만","956.80","254.10","700,000","","법인","개인","202507","23","","1994","20251103","중개거래","서울 서초구"
"4171","서울특별시 송파구 삼전동","일반","2*","백제고분로","준주거","제1종근린생활","25m이상","1934.19","736.60","2,720,000","","법인","법인","202507","23","","1982","-","중개거래","서울 강남구"
"4172","서울특별시 서초구 양재동","집합","153","","제3종일반주거","판매","25m미만","18.75"," ","10,000","","개인","개인","202507","23","","1991","-","중개거래","서울 서초구"
"4173","서울특별시 송파구 문정동","집합","634","충민로","유통상업","판매","25m이상","22.80"," ","6,000","","개인","개인","202507","23","","2008","-","중개거래","서울 송파구"
"4174","서울특별시 송파구 문정동","집합","634","충민로","유통상업","판매","25m이상","22.53"," ","6,000","","개인","개인","202507","23","","2008","-","중개거래","서울 송파구"
"4175","서울특별시 송파구 문정동","집합","632","충민로","유통상업","업무","25m이상","46.86"," ","40,000","","개인","개인","202507","23","","2008","-","중개거래","서울 송파구"
"4176","서울특별시 서초구 우면동","일반","*","바우뫼로6길","제2종일반주거","제2종근린생활","12m미만","985.06","500.00","700,000","","법인","개인","202507","23","","1994","-","중개거래","서울 서초구"
"4177","서울특별시 영등포구 당산동4가","집합","1-2","영신로","준공업","업무","25m미만","20.80"," ","22,000","1","개인","개인","202507","23","지분","2005","-","직거래","-"
"4178","서울특별시 중구 신당동","집합","217-91","청계천로","일반상업","판매","25m이상","6.80"," ","19,300","","개인","개인","202507","23","","1983","-","직거래","-"
"4179","서울특별시 용산구 한강로3가","일반","4*","한강대로7길","일반상업","제1종근린생활","12m미만","615.75","190.40","1,324,700","","법인","개인","202507","23","","1989","-","직거래","-"
"4180","서울특별시 영등포구 신길동","일반","4**","도림로","제2종일반주거","제2종근린생활","12m미만","26.43","23.73","117,600","","기타","개인","202507","23","","1987","-","직거래","-"
"4181","서울특별시 중구 신당동","집합","200-5","을지로45길","일반상업","판매","25m이상","5.04"," ","800","","개인","개인","202507","23","","2000","20250729","중개거래","서울 중구"
"4182","서울특별시 용산구 한강로2가","집합","15-47","","일반상업","판매","12m미만","15.84"," ","28,150","30","개인","개인","202507","23","","","-","중개거래","서울 용산구"
"4183","서울특별시 금천구 가산동","집합","772","가산로","준공업","제1종근린생활","25m미만","94.50"," ","22,000","","개인","개인","202507","23","","1998","20250819","직거래","-"
"4184","서울특별시 강북구 번동","집합","418-1","도봉로","일반상업","업무","25m이상","610.96"," ","142,000","5","법인","법인","202507","23","","1996","-","중개거래","서울 강북구"
"4185","서울특별시 용산구 남영동","집합","79","한강대로80길","제2종일반주거","제1종근린생활","8m미만","33.12"," ","62,000","","개인","개인","202507","23","","2008","-","중개거래","서울 용산구"
"4186","서울특별시 금천구 시흥동","집합","984","시흥대로","준공업","제2종근린생활","25m이상","22.86"," ","20,000","3","개인","개인","202507","23","","1987","-","중개거래","서울 금천구"
"4187","서울특별시 성북구 안암동5가","일반","1**","고려대로24길","제3종일반주거","제2종근린생활","25m미만","410.22","172.00","450,000","","법인","개인","202507","23","","1990","-","중개거래","서울 강남구"
"4188","서울특별시 중구 서소문동","집합","75-95","서소문로","일반상업","업무","25m이상","33.00"," ","40,000","15","개인","개인","202507","23","","1985","-","중개거래","서울 중구"
"4189","서울특별시 중구 중림동","집합","355","청파로","일반상업","제2종근린생활","25m이상","47.88"," ","45,000","2","개인","개인","202507","23","","2006","-","중개거래","서울 중구"
"4190","서울특별시 금천구 가산동","집합","60-26","디지털로","준공업","업무","25m미만","20.83"," ","14,950","","개인","법인","202507","23","","2023","-","중개거래","서울 금천구"
"4191","서울특별시 강남구 대치동","집합","1019-15","삼성로","제3종일반주거","제1종근린생활","25m이상","10.80"," ","15,200","","기타","개인","202507","23","","1983","-","직거래","-"
"4192","서울특별시 동작구 상도1동","집합","522","매봉로","제3종일반주거","제2종근린생활","12m미만","95.02"," ","51,000","","개인","법인","202507","23","","2020","-","직거래","-"
"4193","서울특별시 구로구 개봉동","집합","503","개봉로19길","준주거","제1종근린생활","-","88.39"," ","104,850","1","개인","법인","202507","23","","2025","-","직거래","-"
"4194","서울특별시 은평구 대조동","집합","179-14","서오릉로8길","준주거","제2종근린생활","12m미만","47.01"," ","24,500","5","개인","개인","202507","23","","2011","20251013","중개거래","서울 은평구"
"4195","서울특별시 은평구 대조동","집합","179-14","서오릉로8길","준주거","제2종근린생활","12m미만","47.01"," ","24,500","5","개인","개인","202507","23","","2011","-","중개거래","서울 은평구"
"4196","서울특별시 양천구 목동","집합","923","목동서로","일반상업","제1종근린생활","25m이상","27.44"," ","10,000","","개인","개인","202507","23","","1996","-","중개거래","서울 도봉구, 서울 양천구"
"4197","서울특별시 양천구 목동","집합","907","목동서로","일반상업","교육연구","25m이상","38.07"," ","27,500","15","개인","개인","202507","23","","1999","-","중개거래","서울 양천구"
"4198","서울특별시 은평구 대조동","일반","1*","통일로65길","일반상업","숙박","8m미만","999.83","208.00","460,000","","법인","개인","202507","23","","2013","-","중개거래","서울 종로구"
"4199","서울특별시 노원구 상계동","집합","292-1","노해로","준주거","제2종근린생활","25m이상","3.90"," ","1,000","11","개인","개인","202507","23","","2005","-","직거래","-"
"4200","서울특별시 성동구 성수동2가","집합","273-36","성수이로20길","준공업","제1종근린생활","12m미만","69.13"," ","69,700","2","법인","개인","202507","22","","2019","-","직거래","-"
"4201","서울특별시 강남구 삼성동","일반","1**","테헤란로103길","제3종일반주거","제2종근린생활","25m미만","1198.67","859.90","5,800,000","","법인","개인","202507","22","","1989","-","중개거래","서울 서초구, 서울 용산구"
"4202","서울특별시 성동구 성수동2가","집합","281-16","아차산로17길","준공업","업무","12m미만","42.00"," ","37,700","6","개인","개인","202507","22","","2010","-","중개거래","서울 성동구"
"4203","서울특별시 성동구 성수동2가","집합","273-36","성수이로20길","준공업","제1종근린생활","12m미만","68.40"," ","69,000","2","법인","개인","202507","22","","2019","-","직거래","-"
"4204","서울특별시 성동구 성수동2가","집합","273-36","성수이로20길","준공업","제2종근린생활","12m미만","69.13"," ","69,700","2","법인","개인","202507","22","","2019","-","직거래","-"
"4205","서울특별시 성동구 성수동2가","집합","273-36","성수이로20길","준공업","제2종근린생활","12m미만","68.42"," ","73,900","2","법인","개인","202507","22","","2019","-","직거래","-"
"4206","서울특별시 성동구 성수동2가","집합","273-36","성수이로20길","준공업","제2종근린생활","12m미만","70.36"," ","66,000","2","법인","개인","202507","22","","2019","-","직거래","-"
"4207","서울특별시 성동구 성수동2가","집합","273-36","성수이로20길","준공업","제2종근린생활","12m미만","70.90"," ","71,500","2","법인","개인","202507","22","","2019","-","직거래","-"
"4208","서울특별시 마포구 망원동","집합","517","월드컵로25길","제2종일반주거","판매","12m미만","22.50"," ","29,000","","개인","개인","202507","22","","2009","-","중개거래","서울 마포구"
"4209","서울특별시 성동구 성수동1가","집합","721","왕십리로","준주거","제1종근린생활","-","50.81"," ","114,700","13","개인","개인","202507","22","","2024","-","중개거래","서울 성동구"
"4210","서울특별시 동대문구 전농동","일반","6**","서울시립대로4길","제2종일반주거","제1종근린생활","12m미만","250.12","186.10","190,000","","법인","개인","202507","22","","1976","-","중개거래","서울 동대문구"
"4211","서울특별시 송파구 송파동","일반","1**","송파대로34길","제2종일반주거","제1종근린생활","12m미만","1437.75","620.20","1,600,000","","법인","법인","202507","22","","2004","-","중개거래","서울 마포구"
"4212","서울특별시 강서구 마곡동","일반","7**","마곡중앙8로3길","준공업","교육연구","25m미만","5734.61","1045.60","2,970,000","","법인","법인","202507","22","","2018","-","중개거래","서울 강서구, 서울 금천구"
"4213","서울특별시 동대문구 용두동","집합","236-1","왕산로","제2종일반주거","제2종근린생활","25m이상","30.38"," ","7,000","1","개인","법인","202507","22","","2004","-","중개거래","서울 동대문구"
"4214","서울특별시 중랑구 중화동","집합","330-108","중랑천로","제2종일반주거","제2종근린생활","8m미만","24.71"," ","22,000","1","개인","개인","202507","22","","2023","-","직거래","-"
"4215","서울특별시 구로구 구로동","집합","636-62","경인로54길","준공업","판매","25m이상","17.64"," ","13,000","","개인","개인","202507","22","","1995","-","직거래","-"
"4216","서울특별시 구로구 구로동","집합","636-62","경인로54길","준공업","판매","25m이상","14.22"," ","4,000","","개인","개인","202507","22","","1995","-","직거래","-"
"4217","서울특별시 광진구 광장동","집합","484","아차산로70길","제3종일반주거","제2종근린생활","25m이상","17.85"," ","11,800","2","개인","개인","202507","22","","1990","-","중개거래","서울 광진구"
"4218","서울특별시 강북구 미아동","일반","5*","도봉로10나길","제2종일반주거","제2종근린생활","8m미만","103.08","145.00","97,000","","개인","개인","202507","22","","1970","-","중개거래","경기 남양주시"
"4219","서울특별시 용산구 서계동","집합","229-8","만리재로36길","제2종일반주거","제1종근린생활","8m미만","48.80"," ","65,000","2","개인","개인","202507","22","","2007","-","중개거래","서울 용산구"
"4220","서울특별시 강동구 천호동","집합","453-19","천호대로157길","일반상업","판매","12m미만","4.25"," ","5,000","2","개인","개인","202507","22","","2003","20250827","직거래","-"
"4221","서울특별시 강동구 천호동","집합","453-19","천호대로157길","일반상업","판매","12m미만","4.59"," ","5,000","2","개인","개인","202507","22","","2003","20250827","직거래","-"
"4222","서울특별시 서초구 반포동","집합","1313","신반포로3길","제3종일반주거","판매","25m미만","3.55"," ","13,000","","개인","개인","202507","22","지분","1997","-","직거래","-"
"4223","서울특별시 강동구 강일동","집합","72","아리수로93다길","제2종일반주거","제2종근린생활","-","14.19"," ","33,400","","개인","개인","202507","22","지분","2023","-","직거래","-"
"4224","서울특별시 서초구 서초동","집합","1685-8","서초중앙로24길","제3종일반주거","제1종근린생활","25m미만","124.46"," ","255,000","2","개인","법인","202507","21","","2004","-","중개거래","서울 서초구"
"4225","서울특별시 송파구 신천동","집합","7-28","올림픽로","일반상업","업무","25m미만","46.69"," ","35,000","","개인","개인","202507","21","","1996","-","직거래","-"
"4226","서울특별시 서초구 양재동","일반","*","바우뫼로39길","제2종일반주거","제2종근린생활","8m미만","1115.41","354.30","870,000","","법인","법인","202507","21","","2004","-","직거래","-"
"4227","서울특별시 송파구 신천동","집합","7-28","올림픽로","일반상업","업무","25m미만","59.52"," ","45,000","","개인","개인","202507","21","","1996","-","직거래","-"
"4228","서울특별시 동작구 신대방동","집합","719","신대방1가길","준주거","판매","25m이상","15.39"," ","17,000","1","개인","개인","202507","21","","2006","-","중개거래","서울 영등포구"
"4229","서울특별시 동작구 사당동","집합","89-69","동작대로29길","제2종일반주거","기타","12m미만","37.02"," ","28,800","2","개인","개인","202507","21","","1982","-","중개거래","서울 동작구"
"4230","서울특별시 강남구 역삼동","일반","6**","강남대로110길","제1종전용주거","제1종근린생활","8m미만","192.46","493.80","1,030,000","","법인","개인","202507","21","","1976","-","중개거래","서울 동대문구"
"4231","서울특별시 중랑구 신내동","집합","395-15","봉화산로","제2종일반주거","제1종근린생활","25m미만","47.15"," ","54,000","1","개인","개인","202507","21","","2023","-","직거래","-"
"4232","서울특별시 동대문구 용두동","집합","788","왕산로","일반상업","판매","25m이상","6.33"," ","2,500","2","개인","개인","202507","21","","2006","-","직거래","-"
"4233","서울특별시 강남구 역삼동","집합","702-2","테헤란로","일반상업","업무","25m이상","45.47"," ","38,500","15","법인","개인","202507","21","","1994","-","중개거래","서울 강남구"
"4234","서울특별시 금천구 독산동","집합","711-2","벚꽃로","준공업","제1종근린생활","12m미만","29.15"," ","6,300","2","개인","개인","202507","21","","2002","-","중개거래","서울 금천구"
"4235","서울특별시 영등포구 영등포동3가","집합","9-13","영중로","일반상업","제1종근린생활","25m이상","32.90"," ","16,300","","법인","개인","202507","21","","2005","-","직거래","-"
"4236","서울특별시 광진구 광장동","일반","2**","광장로","제2종일반주거","제1종근린생활","25m미만","437.41","200.00","330,000","","법인","개인","202507","21","","1999","-","중개거래","서울 강남구"
"4237","서울특별시 강남구 논현동","일반","8*","학동로31길","제3종일반주거","제2종근린생활","8m미만","765.55","285.10","1,170,000","","법인","개인","202507","21","","2012","-","중개거래","서울 강남구"
"4238","서울특별시 마포구 당인동","집합","15-40","어울마당로2길","제2종일반주거","제1종근린생활","8m미만","39.57"," ","18,500","","개인","개인","202507","21","","2008","-","중개거래","서울 동작구"
"4239","서울특별시 구로구 구로동","집합","685-70","구일로4길","준공업","제1종근린생활","25m미만","20.10"," ","3,000","","개인","개인","202507","21","","1989","-","중개거래","서울 구로구"
"4240","서울특별시 용산구 한남동","일반","7**","한남대로46길","제2종일반주거","제2종근린생활","8m미만","404.69","164.80","700,000","","법인","법인","202507","21","","2022","-","중개거래","서울 강남구"
"4241","서울특별시 마포구 도화동","집합","36","마포대로","일반상업","업무","25m이상","20.25"," ","13,000","","개인","개인","202507","21","","1988","20250819","중개거래","서울 마포구"
"4242","서울특별시 광진구 구의동","집합","671","광나루로39길","제2종일반주거","제2종근린생활","25m미만","16.61"," ","10,510","2","개인","법인","202507","21","","2021","-","직거래","-"
"4243","서울특별시 광진구 구의동","집합","671","광나루로39길","제2종일반주거","판매","25m미만","17.64"," ","17,342","1","개인","법인","202507","21","","2021","-","직거래","-"
"4244","서울특별시 광진구 구의동","집합","671","광나루로39길","제2종일반주거","판매","25m미만","17.20"," ","16,816","1","개인","법인","202507","21","","2021","-","직거래","-"
"4245","서울특별시 중구 주교동","일반","1**","을지로27길","일반상업","제1종근린생활","8m미만","64.71","27.10","78,000","","개인","개인","202507","21","","1998","-","중개거래","서울 강남구"
"4246","서울특별시 광진구 중곡동","집합","648-14","능동로37길","일반상업","제2종근린생활","12m미만","26.89"," ","30,000","1","개인","개인","202507","21","지분","2015","-","직거래","-"
"4247","서울특별시 강남구 역삼동","일반","8**","테헤란로","일반상업","제1종근린생활","25m이상","97.49","13.40","133,356","","개인","개인","202507","21","지분","1993","-","직거래","-"
"4248","서울특별시 영등포구 영등포동1가","집합","94-2","경인로","준주거","제2종근린생활","25m이상","68.26"," ","82,000","1","개인","법인","202507","21","","2020","-","직거래","-"
"4249","서울특별시 종로구 팔판동","일반","1**","삼청로7길","제1종일반주거","제2종근린생활","25m미만","432.59","290.90","1,050,000","","법인","법인","202507","21","","2008","-","중개거래","서울 중구"
"4250","서울특별시 금천구 시흥동","집합","912-20","금하로","제2종일반주거","제1종근린생활","25m미만","13.85"," ","9,000","1","개인","개인","202507","21","","1997","-","직거래","-"
"4251","서울특별시 중구 신당동","집합","193-2","마장로1가길","일반상업","판매","25m이상","4.96"," ","30,800","","개인","개인","202507","21","","2006","-","직거래","-"
"4252","서울특별시 동작구 사당동","집합","89-69","동작대로29길","제2종일반주거","기타","12m미만","168.53"," ","133,200","2","개인","개인","202507","21","","1982","-","중개거래","서울 동작구"
"4253","서울특별시 마포구 공덕동","집합","475","마포대로","준주거","제2종근린생활","25m이상","31.89"," ","46,000","2","개인","개인","202507","21","","2013","-","중개거래","서울 마포구"
"4254","서울특별시 강남구 삼성동","집합","121-38","삼성로103길","제2종일반주거","판매","8m미만","74.24"," ","77,000","2","법인","개인","202507","21","","2010","-","직거래","-"
"4255","서울특별시 은평구 불광동","집합","641","불광로","제2종일반주거","제2종근린생활","25m미만","46.56"," ","30,000","1","개인","개인","202507","21","","2010","-","중개거래","서울 은평구"
"4256","서울특별시 은평구 불광동","집합","270","통일로68길","제2종일반주거","제1종근린생활","8m미만","22.75"," ","26,000","1","개인","개인","202507","20","","","-","중개거래","서울 은평구"
"4257","서울특별시 종로구 장사동","일반","*","돈화문로","일반상업","제1종근린생활","25m미만","361.59","178.45","460,000","","법인","개인","202507","20","지분","","20250926","직거래","-"
"4258","서울특별시 종로구 장사동","일반","*","돈화문로","일반상업","제1종근린생활","25m미만","361.59","178.45","460,000","","법인","개인","202507","20","지분","","20250926","직거래","-"
"4259","서울특별시 종로구 종로3가","일반","1**","돈화문로4길","일반상업","제2종근린생활","8m미만","56.20","102.50","175,000","","법인","개인","202507","20","","","-","직거래","-"
"4260","서울특별시 은평구 불광동","집합","484-100","통일로82길","제2종일반주거","제2종근린생활","8m미만","47.91"," ","17,200","","개인","법인","202507","20","","","20251030","중개거래","서울 은평구"
"4261","서울특별시 은평구 불광동","집합","484-100","통일로82길","제2종일반주거","제2종근린생활","8m미만","47.91"," ","17,200","","개인","법인","202507","20","","2008","-","중개거래","서울 은평구"
"4262","서울특별시 강서구 마곡동","집합","799-4","공항대로","일반상업","제1종근린생활","25m이상","22.78"," ","70,000","1","개인","개인","202507","19","지분","2019","-","중개거래","서울 강서구"
"4263","서울특별시 용산구 한강로2가","집합","15-47","","일반상업","판매","12m미만","26.09"," ","59,000","40","개인","개인","202507","19","","","-","중개거래","서울 용산구"
"4264","서울특별시 마포구 상암동","집합","1601","월드컵북로","일반상업","제1종근린생활","25m미만","68.00"," ","75,500","2","개인","개인","202507","19","","2007","-","중개거래","서울 마포구"
"4265","서울특별시 동작구 노량진동","일반","2**","노량진로6길","제3종일반주거","제1종근린생활","12m미만","204.24","104.00","210,000","","개인","법인","202507","19","","1984","-","직거래","-"
"4266","서울특별시 성북구 종암동","일반","2*","북악산로31길","제3종일반주거","제2종근린생활","8m미만","881.17","311.00","345,000","","개인","개인","202507","19","","2012","20250910","중개거래","서울 강남구"
"4267","서울특별시 은평구 대조동","집합","14-320","불광로","일반상업","제2종근린생활","8m미만","46.93"," ","17,000","3","개인","개인","202507","19","","2014","-","중개거래","서울 은평구"
"4268","서울특별시 영등포구 여의도동","집합","44-12","여의대방로67길","일반상업","제2종근린생활","25m미만","29.70"," ","27,000","","개인","개인","202507","19","","","-","중개거래","서울 도봉구, 서울 영등포구"
"4269","서울특별시 금천구 시흥동","집합","984","시흥대로","준공업","제2종근린생활","25m이상","22.86"," ","25,000","2","개인","개인","202507","19","","1987","-","중개거래","서울 관악구, 서울 금천구"
"4270","서울특별시 서대문구 냉천동","일반","1**","","일반상업","제1종근린생활","8m미만","412.83","99.10","175,000","","개인","개인","202507","19","","1970","-","중개거래","서울 서대문구"
"4271","서울특별시 용산구 한강로2가","집합","15-47","","일반상업","판매","12m미만","11.43"," ","28,000","11","법인","개인","202507","19","","","-","중개거래","서울 용산구"
"4272","서울특별시 동대문구 신설동","집합","100-22","청계천로","일반상업","판매","25m미만","4.80"," ","697","","법인","개인","202507","18","","1992","-","직거래","-"
"4273","서울특별시 종로구 옥인동","일반","3*","자하문로19길","제2종일반주거","제2종근린생활","8m미만","136.59","115.70","190,000","","법인","법인","202507","18","","1960","-","중개거래","서울 종로구"
